422.4;486.3;670;853.1;940.5;970.3;996.2;1005.4;1412.8;1461.8;1842.3;1900.9;1932.2;2057.2;2151.3;2166.7;2222.1;2324.3;2352.6;Y;Linear;Ridge;Lasso;ElasticNet;kNN;SVR;RF;MLP
0.686124;0.735846;0.999808;0.91383;0.8578;0.856436;0.86164;0.858486;0.928916;0.980062;0.94074;0.901548;0.88787;0.99687;0.947872;0.947486;0.88349;0.535908;0.59943;0.653;2.43584207335979;1.8669837493709085;1.3856260262426054;1.3856260262426054;1.408;1.5278294786988036;1.1647199999999998;1.5601357360114612
0.683396;0.790096;0.999278;0.989318;0.970086;0.968174;0.966408;0.960454;0.913068;0.926852;0.993554;0.756038;0.70019;0.927452;0.999054;0.99926;0.941424;0.913302;0.979824;19.1;21.511299138545784;15.376828650321366;18.379066511360836;18.379066511360836;18.994999999999997;19.913162462981447;18.380219999999994;11.786914641219186
0.705356;0.811328;0.99883;0.98977;0.967726;0.964884;0.96274;0.956174;0.927542;0.947596;0.988284;0.800146;0.77388;0.95287;0.999654;0.997388;0.933048;0.897994;0.975724;19.52;14.469098189681956;13.665009486728838;15.195856125720137;15.195856125720137;18.785;16.18355856119162;14.034500000000005;13.5347332237796
0.657456;0.719962;0.993642;0.92456;0.890694;0.892976;0.895134;0.890902;0.925044;0.972786;0.950086;0.90065;0.878248;0.992698;0.95143;0.959886;0.852804;0.537394;0.581914;1.658;8.86344723226642;1.8109801785396413;2.5796866306710955;2.5796866306710955;0.897;0.6190055572966139;1.0597800000000002;1.3597096053491762
0.739174;0.783864;0.97574;0.990104;0.967108;0.96575;0.96397;0.958886;0.930862;0.943326;0.984318;0.809064;0.762724;0.957706;0.996438;0.99884;0.932282;0.757104;0.91693;6.07;8.758185219795866;11.174272842010499;7.866410695438377;7.866410695438377;7.824999999999998;7.751065025882529;7.566839999999999;9.108009369068691
0.54326;0.649524;0.98169;0.992818;0.96836;0.965496;0.96172;0.954984;0.825482;0.816818;0.980868;0.577518;0.502326;0.836682;0.997842;0.999786;0.962164;0.916648;0.987262;21.92;21.741306659565048;17.879366939562505;21.502746982136866;21.502746982136866;20.745;20.96013697390565;18.513200000000005;17.24644182404009
0.99994;0.998368;0.965062;0.880686;0.845472;0.840244;0.842218;0.84203;0.886442;0.920992;0.927644;0.940752;0.947394;0.994906;0.981324;0.977444;0.902692;0.676686;0.729876;2.423;4.384818482758571;4.07172906779502;5.0332445212621995;5.0332445212621995;1.4024999999999999;2.693719893228759;1.6303199999999998;1.7349520434896406
0.691882;0.699188;0.98091;0.888458;0.828718;0.82883;0.835136;0.830166;0.857918;0.982264;0.945802;0.911904;0.904008;0.998324;0.968408;0.97695;0.7497;0.572876;0.624926;1.141;5.647480610633523;1.6634418456325317;2.020835645371852;2.020835645371852;0.904;1.5765018867786418;1.40918;2.41129567677881
0.74921;0.80237;0.964424;0.99941;0.998778;0.999348;0.99147;0.986046;0.918276;0.91004;0.995276;0.751912;0.67615;0.914042;0.998622;0.999264;0.956554;0.808738;0.968922;11.43;13.033803857764994;13.404473130903535;10.615743844638983;10.615743844638983;12.49;11.239310008934336;16.450199999999995;13.104687268339994
0.83162;0.81879;0.987314;0.885638;0.82504;0.824416;0.833564;0.830394;0.920994;0.974422;0.933278;0.859734;0.870194;0.996558;0.95389;0.956258;0.896688;0.551482;0.62468;0.7970000000000002;1.396323461504223;1.8095944081424964;1.3130465100716773;1.3130465100716773;1.0885;1.2038127859604877;1.1699;2.09016280156207
0.999794;0.998662;0.982904;0.91684;0.882686;0.878966;0.882862;0.883092;0.921824;0.947444;0.930638;0.92269;0.920584;0.996442;0.961238;0.964186;0.914944;0.530332;0.573672;1.743;-0.9496591646053687;-0.35495307315938285;0.2306305878394368;0.2306305878394368;1.032;0.8956642815356679;1.2440000000000002;0.7915855816651615
0.593516;0.614736;0.983288;0.891452;0.826002;0.825798;0.833698;0.830616;0.82662;0.926124;0.947918;0.758938;0.7826;0.993114;0.9727;0.976972;0.863482;0.551762;0.642612;0.601;-2.138582701117042;3.861212709164685;1.8124667385688962;1.8124667385688962;1.7214999999999998;0.9892612694888597;2.5712;2.829614452538132
0.700238;0.686636;0.980382;0.888168;0.826784;0.82664;0.832238;0.828544;0.838256;0.932834;0.939332;0.786968;0.79002;0.990818;0.946416;0.947846;0.84356;0.527426;0.594546;1.015;1.622710006639878;1.8902286830907236;1.5745200308218563;1.5745200308218563;0.878;0.855870383346967;1.8049199999999999;2.140824032421151
0.810938;0.798616;0.985124;0.891246;0.8321;0.83209;0.838988;0.834476;0.895192;0.97087;0.93309;0.859222;0.869;0.99551;0.939792;0.943302;0.843634;0.514102;0.567108;1.158;0.12792968019247147;0.22814583193381777;0.5064702218308632;0.5064702218308632;0.908;1.3577071370259877;1.02746;1.8315858117060204
0.527752;0.652222;0.997304;0.983274;0.95094;0.947718;0.945282;0.937762;0.800848;0.790348;0.98641;0.545776;0.466164;0.808098;0.99353;0.999678;0.964406;0.929266;0.986392;21.1;26.98892576396369;18.846026558337396;24.11993211222639;24.11993211222639;19.965;23.034849906642364;19.696399999999997;18.704121241087805
0.999644;0.991426;0.943508;0.877002;0.8432;0.83862;0.8409;0.841806;0.881004;0.916332;0.911774;0.921252;0.937168;0.996484;0.953932;0.954192;0.899366;0.53805;0.578334;1.128;-0.4250790128578142;-0.8183510744813429;-0.24060053357615127;-0.24060053357615127;1.4915;2.618204761747396;1.6247;0.9395780348911599
0.980362;0.991482;0.999858;0.948856;0.912158;0.909472;0.9122;0.91144;0.937128;0.958904;0.923644;0.91997;0.917406;0.9959;0.944916;0.949682;0.911228;0.487724;0.525952;0.824;-0.4301105472844775;-1.510717389157437;-0.8952267480726058;-0.8952267480726058;1.4915;2.081240000079606;1.3331399999999995;-0.5357198505044336
0.90782;0.893966;0.993516;0.919632;0.88141;0.8819;0.884342;0.87982;0.924436;0.963162;0.954134;0.867902;0.835738;0.988892;0.932984;0.933384;0.899008;0.512898;0.563956;1.302;3.705812538771545;0.5527159690830842;1.4291930662087784;1.4291930662087784;1.1295;0.7985126445420498;1.2563999999999997;0.942481486243418
0.681376;0.790172;0.998984;0.988396;0.967084;0.964154;0.96129;0.9549;0.920346;0.937248;0.994448;0.774148;0.732782;0.937804;0.998972;0.99712;0.936734;0.895282;0.97674;18.47;16.458373096665557;14.572249669784956;16.23974961379275;16.23974961379275;19.31;17.210059999414362;15.902419999999998;12.496761687428615
0.508832;0.51621;0.974726;0.879304;0.815368;0.819118;0.82993;0.828386;0.862104;0.9571;0.929496;0.861152;0.858112;0.997176;0.963242;0.9724;0.82034;0.54192;0.625242;2.428;-4.730720507961939;1.9902171205513628;0.008110515137317283;0.008110515137317283;0.871;2.21467871862152;0.9924200000000001;1.490686096807897
0.814644;0.857288;0.984522;0.998212;0.987092;0.984638;0.984726;0.981966;0.896424;0.907522;0.978412;0.769338;0.728796;0.941402;0.99684;0.999578;0.930528;0.742128;0.865108;4.22;11.418180650092632;10.715198981341077;9.363264377836499;9.363264377836499;5.975;5.991212322436505;8.433519999999998;10.304820196756594
