model;mean_fit_time;std_fit_time;mean_score_time;std_score_time;param_C;param_epsilon;param_gamma;param_kernel;split0_test_score;split1_test_score;split2_test_score;split3_test_score;split4_test_score;split5_test_score;split6_test_score;split7_test_score;split8_test_score;split9_test_score;split10_test_score;split11_test_score;split12_test_score;split13_test_score;split14_test_score;split15_test_score;split16_test_score;split17_test_score;split18_test_score;split19_test_score;split20_test_score;split21_test_score;split22_test_score;split23_test_score;split24_test_score;split25_test_score;split26_test_score;split27_test_score;split28_test_score;split29_test_score;split30_test_score;split31_test_score;split32_test_score;split33_test_score;split34_test_score;split35_test_score;split36_test_score;split37_test_score;split38_test_score;split39_test_score;split40_test_score;split41_test_score;split42_test_score;split43_test_score;split44_test_score;split45_test_score;split46_test_score;split47_test_score;split48_test_score;split49_test_score;split50_test_score;split51_test_score;split52_test_score;split53_test_score;split54_test_score;split55_test_score;split56_test_score;split57_test_score;split58_test_score;split59_test_score;split60_test_score;split61_test_score;split62_test_score;split63_test_score;split64_test_score;split65_test_score;split66_test_score;split67_test_score;split68_test_score;split69_test_score;split70_test_score;split71_test_score;split72_test_score;split73_test_score;split74_test_score;split75_test_score;split76_test_score;split77_test_score;split78_test_score;split79_test_score;split80_test_score;split81_test_score;split82_test_score;split83_test_score;split84_test_score;split85_test_score;split86_test_score;split87_test_score;split88_test_score;split89_test_score;split90_test_score;split91_test_score;split92_test_score;split93_test_score;split94_test_score;split95_test_score;split96_test_score;split97_test_score;split98_test_score;split99_test_score;mean_test_score;std_test_score;rank_test_score
C:50_epsilon:0.05_gamma:0.01_kernel:poly;0.002932136058807373;0.001516539041636245;0.0006348562240600586;0.00014532601664716383;50;0.05;0.01;poly;-0.015555143794900222;-0.020539088567387235;-0.032759043640975184;-0.019528420312679817;-0.015434037409534286;-0.014306846899210362;-0.02942512007290996;-0.02944392152191798;-0.030285603751403694;-0.027818160621158345;-0.029314301219327692;-0.03101854088528741;-0.014973050488953676;-0.009787025372405903;-0.019673920949297687;-0.02880128187322479;-0.015625048044183437;-0.014009430642360642;-0.03509085366614928;-0.03655840827515879;-0.021738834399398718;-0.02329546511528684;-0.026057009881251994;-0.03325582270585125;-0.027840680189019664;-0.012331151051819606;-0.017981275346362714;-0.026203671762663437;-0.01180984336781059;-0.03230494047787263;-0.03664152275168186;-0.0204582415826637;-0.006489468275372723;-0.0323148218415041;-0.022804844966440738;-0.038471152768593087;-0.01989300067436085;-0.018395193236032406;-0.01052041508330042;-0.029329544383291918;-0.0137106469875039;-0.022286158010567835;-0.01875871656047431;-0.023435372468709904;-0.07267055594608217;-0.007269614799731418;-0.015686472092333197;-0.030129330030883993;-0.01854687173901437;-0.010729715376102875;-0.018553906157296688;-0.03955820760222437;-0.02512230681314891;-0.023079933469412752;-0.01868578883520222;-0.016809528371912186;-0.03724555899474793;-0.017731695144010958;-0.010215376340804617;-0.02726649864097422;-0.03552048447198162;-0.027389388806535308;-0.012859224281924079;-0.03448318242055869;-0.019238485856767927;-0.04552894165975768;-0.01179819482757081;-0.02655242354598542;-0.007220811503295375;-0.014230595265274452;-0.036653594685891265;-0.01346203156455489;-0.018474585238940747;-0.04895846232347848;-0.016101774637206485;-0.01468332262116149;-0.03961833293347652;-0.021577816751710693;-0.012742837172640176;-0.011096178321098023;-0.021743621545778153;-0.018527104458444903;-0.010185982874386157;-0.010524105045032484;-0.012425019961832907;-0.03709863209288656;-0.05452044634825506;-0.009763545922128908;-0.024255782113769265;-0.036456737559643584;-0.021025730807968792;-0.030792962609503982;-0.02628013665455613;-0.026747153203683652;-0.025227660035228538;-0.012377238455997844;-0.02319167625919069;-0.007767955896237455;-0.024380992449375555;-0.03599052850163254;-0.023430500839354877;0.01109025237065764;88
C:0.1_epsilon:0.1_gamma:0.1_kernel:poly;0.0018599319458007812;0.0005108298982645485;0.0005480337142944336;0.0001685243500591214;0.1;0.1;0.1;poly;-0.017601450413860322;-0.020408147628789484;-0.03324926240936746;-0.02003493928863019;-0.01613625093196913;-0.015292544504324582;-0.029501013175514547;-0.030099438985591656;-0.030306231456714766;-0.027705941454135047;-0.029495008214368457;-0.030609204032933695;-0.015422674325812053;-0.010676029040554624;-0.02027467519640371;-0.02882207667853931;-0.016167193198257632;-0.015910378590537014;-0.0354884343620407;-0.03754178975250167;-0.022534439190857947;-0.022693337175981678;-0.026071501275242954;-0.03312486040648407;-0.0286583441345989;-0.012419463540315485;-0.018865645614618592;-0.027254417518968645;-0.013768316338063396;-0.03279201803425008;-0.03616524414115183;-0.020902278750024834;-0.00786550144354188;-0.03273900819828521;-0.02318926016912828;-0.039433534416902886;-0.02050528278131322;-0.01874216505769193;-0.011097245995094436;-0.02912204249388888;-0.01453741954345777;-0.022391391564698538;-0.018954338688874632;-0.024669060222827704;-0.0728906523685327;-0.008346585801234933;-0.01605936646117459;-0.030328147394188026;-0.019147111650393702;-0.01199145260901701;-0.019761502418640883;-0.04002465566246353;-0.02546637615390714;-0.023901336060969253;-0.019062442595125358;-0.017313834644104555;-0.0373960113856997;-0.01810548888464955;-0.010929525580966406;-0.02720434086208603;-0.03628478392478235;-0.027332342374824736;-0.013796347409115105;-0.034094458257782706;-0.020309453566081128;-0.04565121007195041;-0.012896643365497234;-0.02710736438579005;-0.0076722793014598915;-0.01519667438796192;-0.03693345803446769;-0.015084028767960764;-0.018747218879906567;-0.04910033419673069;-0.01583835178287446;-0.015007005715701528;-0.04021424251691348;-0.022776182022500015;-0.01333168752087205;-0.011781672996818007;-0.02207182925754061;-0.019710283954911846;-0.01054372595276653;-0.011218783574128194;-0.013215528076648256;-0.03746829545936912;-0.054513760384246684;-0.010237782390894633;-0.025308533386058568;-0.0367824814263349;-0.02077888227351592;-0.03165123526735497;-0.026272306475948904;-0.026845393205533714;-0.025730704169055176;-0.014123290542415613;-0.02269447319124567;-0.008878750362968604;-0.024412272681285378;-0.03672158212481499;-0.023955032645072927;0.010884368152817823;89
C:1_epsilon:0.1_gamma:5_kernel:poly;16.612789423465728;6.178709598260249;0.0007503771781921387;0.00012995109447451797;1;0.1;5;poly;-0.03082005248986566;-0.022892759176708594;-0.06724361266908745;-0.017872834253705828;-0.018956248350758553;-0.016025408979977916;-0.019659828840210676;-0.02312775107316103;-0.018718567658036214;-0.026417665998721907;-0.022581173006771076;-0.017768989117167396;-0.01932033660916859;-0.012594761196982386;-0.02407528777016765;-0.023554596311668848;-0.01536074233857631;-0.03467728229743983;-0.028421557749784214;-0.027429554974902043;-0.02072807177998243;-0.024330870423059592;-0.020564275778483257;-0.029314310681315774;-0.012426333704428033;-0.02993520236594528;-0.022061287219770128;-0.03672451246105929;-0.015077653524535816;-0.0297888938876648;-0.020232801636559734;-0.03215824068246245;-0.013137098032390868;-0.015109868972051748;-0.013276411281765115;-0.029104272311937535;-0.0195364301880394;-0.013847013237003793;-0.019122099626094104;-0.027989608585353355;-0.02276848626225803;-0.028971932452847154;-0.015772706201083578;-0.02087600138814204;-0.06135117078102762;-0.016470381636338162;-0.013809187722785731;-0.021009836983889196;-0.018354348002906692;-0.014397622038789125;-0.020484225970148612;-0.03454635668276628;-0.03487599269518843;-0.02117479638086898;-0.014372891852766204;-0.024058497384380456;-0.02628957376058461;-0.009682833810097642;-0.022597063707921142;-0.026175897759300924;-0.01801280959008854;-0.028477966626949704;-0.03620722755686328;-0.04818009726397465;-0.024826152347257113;-0.03505464152992621;-0.05931531513814553;-0.02922510582772258;-0.015886762383522286;-0.0178168441988584;-0.034128748724143954;-0.012135899843899336;-0.01638115786614409;-0.04528011121221942;-0.0198659007102155;-0.00816943906990833;-0.09881105416408856;-0.019158002767193504;-0.009156147218365501;-0.010000946496943199;-0.014214416638347403;-0.03035718996938036;-0.0202414820536422;-0.01732646754120447;-0.025075848330963546;-0.025745038103133014;-0.034921865970647385;-0.010994994272926531;-0.01687713507540228;-0.02058708813983028;-0.012415441174323194;-0.01760215250803757;-0.017074255702017975;-0.03219951874475498;-0.01889703598410539;-0.03248742030482055;-0.02043689133418924;-0.01919116381833557;-0.008686079313948212;-0.03185913491424008;-0.02413305021147535;0.012868885370722982;90
C:10_epsilon:0.05_gamma:0.001_kernel:rbf;0.004196822643280029;0.000845961388614143;0.000923604965209961;0.00019768099842222726;10;0.05;0.001;rbf;-0.015306745093530236;-0.020858997373863982;-0.036678210578588055;-0.02102132132301154;-0.01653377196897203;-0.015045147220901467;-0.030353401963208248;-0.03277222165482998;-0.034204552672120817;-0.028576754990177398;-0.026984723226223722;-0.02821154608718443;-0.01657934864054029;-0.011590081996131674;-0.02178718316174145;-0.031771350558384925;-0.018781652065164932;-0.0161644069024065;-0.03937810454951151;-0.040556144653147684;-0.021914336242188737;-0.024439001050668235;-0.028156645006570474;-0.03699026017520655;-0.028689690921847807;-0.01598233916035638;-0.01913799381394199;-0.02897441104752543;-0.013315356492580996;-0.033861681925950605;-0.03756867365590068;-0.021602793487527288;-0.008383566849495231;-0.03699637160752139;-0.022435430602988606;-0.04295730959734993;-0.019162858232250994;-0.01693205010728937;-0.011250925244005106;-0.03470574995564725;-0.01531613170201731;-0.021396384081420153;-0.019625552795574014;-0.025430279810828422;-0.07899619257036551;-0.009122110834236528;-0.016035512609230557;-0.02756122216658621;-0.0233047977827953;-0.01188313641437548;-0.017737573822419157;-0.042169980934531226;-0.024403818692775758;-0.02359808278772128;-0.021267090552429303;-0.018370605139761013;-0.04013995576806134;-0.02173180611536158;-0.011046746399201656;-0.031390666913715164;-0.03615866567259065;-0.03119483601427736;-0.01513809622310123;-0.030647022331539774;-0.0212655007747079;-0.0495934941407325;-0.012641404376290718;-0.029342516424552535;-0.009181444916635372;-0.01619354221852137;-0.03801621136873332;-0.01589563222308681;-0.019485238829146222;-0.049088428342742525;-0.014526135088770284;-0.017649610714125522;-0.04465729244236427;-0.02409127184802671;-0.014473357360772914;-0.011406433911822094;-0.021814510932121178;-0.01816755323974078;-0.010324963922575271;-0.013008505775702164;-0.014193811880924325;-0.03838298394472188;-0.0575873883511677;-0.011639361061022759;-0.027639025839881204;-0.03936792197264947;-0.025856276333962938;-0.03350405998743963;-0.028053189700952514;-0.029238557794319896;-0.025249280072943515;-0.014799605978388192;-0.02322575845620208;-0.009361856075294436;-0.02378540506144169;-0.038345505742587764;-0.025113324170964405;0.011703178393289937;91
C:1_epsilon:0.05_gamma:0.01_kernel:rbf;0.003932614326477051;0.00040644478606248035;0.00109513521194458;0.0024629720720101733;1;0.05;0.01;rbf;-0.015405868266243952;-0.020874908514761332;-0.03665903308126548;-0.021006161021433007;-0.016517945156862304;-0.015047469984382295;-0.030448255695504963;-0.03277233489469019;-0.03418685100298142;-0.028636191475550535;-0.027074178808871353;-0.028437514014967358;-0.016556258037875707;-0.011622006432802931;-0.021771029185536892;-0.03179839145730346;-0.018790465301415468;-0.016173818355546935;-0.03942412273186208;-0.0405389509480679;-0.021974302893253334;-0.024510540218931436;-0.028117775721729407;-0.03700691266332757;-0.02869885426554195;-0.01596309643830726;-0.019135113319541465;-0.02904461946190305;-0.013332735726912293;-0.03397795956859248;-0.03764511306195009;-0.021591510772171474;-0.008385005169434474;-0.036999451695902984;-0.02250292330673016;-0.04301129794161784;-0.0192011972935228;-0.01703233429881596;-0.01124146022569336;-0.03479630932240727;-0.015330389398182894;-0.021568347591361826;-0.01965665321848363;-0.0254591922409745;-0.07905705785414467;-0.00913640095511671;-0.016045727354783643;-0.027646030605796238;-0.023377910413311716;-0.01188693115677481;-0.017788208623232108;-0.04221250447133613;-0.02445194237971558;-0.02373773561847468;-0.02124460591419954;-0.018378732124200128;-0.04011445489724272;-0.021760290119906742;-0.01104406113596756;-0.031386849698061596;-0.036254366295603184;-0.031219772885511633;-0.015140879313204928;-0.03071129355021436;-0.021292922902665174;-0.04962199154399566;-0.012642568420783078;-0.029340735691797185;-0.009189104245965437;-0.016187849740938773;-0.03809633471265827;-0.01592842820383916;-0.019492609311486723;-0.04917069718239051;-0.014618752428300812;-0.017641328660432897;-0.04468887177060572;-0.02411676154153973;-0.014519296225444405;-0.011409240383352438;-0.021866834554150765;-0.018276467802648775;-0.010343133648561943;-0.013001750031621774;-0.01420417007514013;-0.0385319173106328;-0.05769629112399998;-0.011652338172726961;-0.027654345635018417;-0.039372990723172914;-0.02588473311595114;-0.033488634727276194;-0.028143979818449072;-0.029268114037173058;-0.02522886763166796;-0.014804380597130512;-0.023267496962526994;-0.00933893163829153;-0.023840902186648038;-0.03837249139328892;-0.025147168697022874;0.011715256605318395;92
C:10_epsilon:0.01_gamma:0.001_kernel:rbf;0.004683017730712891;0.0014808699404125023;0.0010530185699462891;0.000686296302921966;10;0.01;0.001;rbf;-0.01282149344294388;-0.02256763094085636;-0.038234888935447214;-0.0204347115654814;-0.016701016379872476;-0.01225805502636472;-0.03076774010520735;-0.03329684776228392;-0.03614108148333644;-0.029487027406273247;-0.0258566727643272;-0.029973623511678704;-0.016299617948664868;-0.01083579416914641;-0.022362691418716312;-0.03270623850538085;-0.019292139185011235;-0.01411886951202513;-0.04092319727119031;-0.04147032993884061;-0.019766004728687208;-0.02784806426829936;-0.02807246056733156;-0.0398622502017954;-0.027228297568257787;-0.01696093239196973;-0.018561507739492073;-0.029063332494289953;-0.011810456891837278;-0.03381184998886552;-0.03781951864345456;-0.020265901361462658;-0.007859139407362598;-0.03945428900530806;-0.023175171035718728;-0.04366712137525748;-0.01994111455801868;-0.014843763333835611;-0.010492271262934054;-0.03699881324336424;-0.014906420145430163;-0.022163691580415073;-0.018735820658103964;-0.024686842062124556;-0.08128985169935893;-0.008602265445823813;-0.01613791488880968;-0.026185908221110367;-0.024767500976023614;-0.012022471062588396;-0.01663310934256134;-0.04311181301193203;-0.022751667760033113;-0.02193260039733244;-0.023193673157026234;-0.018309754465132274;-0.04167562750085559;-0.023295242704762364;-0.009627883434580136;-0.032943573602171476;-0.03557427400006511;-0.03440735299542342;-0.013937807881955526;-0.02840103775781833;-0.020628352380910132;-0.052960830611565674;-0.010501378337897667;-0.02970209067486049;-0.009625562662082678;-0.016572970480765056;-0.03884016419958745;-0.015239789870452547;-0.019545266785907234;-0.049534184401668846;-0.013739618513003704;-0.018939554747526236;-0.0469450380664516;-0.02402852200969162;-0.01440566654179527;-0.010070882025002961;-0.022583249630320282;-0.015535997011400479;-0.009714345792903919;-0.013396568586208467;-0.014208126822924902;-0.03982880332993821;-0.061515943996575166;-0.012082531191644225;-0.028033418448948456;-0.03952829737232684;-0.02737281360060248;-0.033919744965270754;-0.029451988182708888;-0.030748356510948868;-0.025812444904919487;-0.013975847151456939;-0.023860143118562695;-0.007996289979463136;-0.02273613413864987;-0.03823806084658052;-0.025311650099835527;0.012543417991369574;93
C:1_epsilon:0.01_gamma:0.01_kernel:rbf;0.004487268924713135;0.00045122654891469;0.0009937953948974609;0.0002639717687404977;1;0.01;0.01;rbf;-0.012865566785929284;-0.022593609696827943;-0.038240106667157804;-0.020419174929866595;-0.016702616902776506;-0.01224549040942819;-0.030862185576215007;-0.03328693266394797;-0.03616925420428392;-0.02954794491239669;-0.02613265084725309;-0.029944568023352814;-0.016288959655952718;-0.010832027167161662;-0.02231952063653983;-0.03267491673273747;-0.01934037993553573;-0.014128591851278183;-0.040946159522917094;-0.04152075440419062;-0.019789048581102375;-0.028075814148025666;-0.028058938040276288;-0.0399028254149977;-0.027278812561028782;-0.01714896322652013;-0.018552391125258486;-0.029133102338567907;-0.0118498530149045;-0.033853988622081256;-0.0377977272482635;-0.020253378827991237;-0.007858664361768275;-0.03964601772230997;-0.023187874553557045;-0.043752053274081534;-0.019925355821425846;-0.014896469222782012;-0.010492719521633505;-0.03685479049826678;-0.014897976252805908;-0.022238026074949218;-0.018722698259408196;-0.02468205577542391;-0.08115463468047096;-0.008605087743722406;-0.01613978584740251;-0.026276748029966598;-0.02481946449962471;-0.012013913825613577;-0.016705313425292082;-0.043073135649601045;-0.022758593316372703;-0.021975165847612527;-0.0232097941941773;-0.018311810720666576;-0.04165785096305437;-0.02329760093832078;-0.009631178276394859;-0.03294001869827669;-0.035642695802816864;-0.034363270543431364;-0.013979769351218238;-0.028544195752034315;-0.020611528383383124;-0.05297923845542514;-0.010493623954968672;-0.02974681958721965;-0.00965225332265871;-0.01654584548681626;-0.038917588047455855;-0.015270161314854582;-0.019508775382106085;-0.04947344491604194;-0.013766367717775473;-0.01904413678936004;-0.046919735591306286;-0.024007975826888392;-0.014468985540965967;-0.010075864525235362;-0.022568657138673967;-0.015554648913436853;-0.009684016796938547;-0.013388698209534053;-0.014176111509842873;-0.03999432046430369;-0.061455141216421094;-0.012059544501911393;-0.02801629059558992;-0.03957037838189288;-0.027600639416277273;-0.033971944253963854;-0.029418902030802125;-0.030870591034549446;-0.026046756357071706;-0.013911466265710758;-0.023937823803540384;-0.00798259041711653;-0.022793326928685978;-0.03823484750808327;-0.02533730024706058;0.012540350099985147;94
C:0.1_epsilon:0.05_gamma:0.1_kernel:rbf;0.004330251216888428;0.0029849124154825765;0.0009033656120300292;0.00037049503928815203;0.1;0.05;0.1;rbf;-0.016085001726920806;-0.021279522779786477;-0.0366395934745777;-0.020978362039658357;-0.01649307735188561;-0.015111554533237792;-0.031083231243701093;-0.03273218023929512;-0.0341830284032928;-0.028958267482052956;-0.02861832473625554;-0.029972138022687497;-0.01653073337858701;-0.011656971083508402;-0.02168109606965533;-0.031844859789685445;-0.01901897287871734;-0.01624267029440187;-0.039634429650687995;-0.0404405989700647;-0.022552880249571767;-0.02521413052540525;-0.028046938993049844;-0.03718618444717615;-0.02895664658916486;-0.016085378058863894;-0.019194350658814453;-0.029086851349356763;-0.013269484618530177;-0.03419058469389558;-0.038367336098766976;-0.021560737809373415;-0.00857746678301862;-0.037204942739068256;-0.02289036654244289;-0.04311272285977711;-0.01958076151619476;-0.017677674727645813;-0.011190893330688224;-0.035026347456289054;-0.015309500056986771;-0.022478238254430526;-0.019592059697256563;-0.025412943546292213;-0.07919227701889227;-0.009118285646767827;-0.016511847530489954;-0.028628978599517133;-0.023506240173665538;-0.012051124007605094;-0.0187055049060801;-0.042746395676840465;-0.024692532880455875;-0.02453106166713462;-0.021264572464154346;-0.018326497453010286;-0.04015509573211042;-0.021962672378672977;-0.011192743110764647;-0.031421727801283085;-0.03675546363243437;-0.031178363405875004;-0.015162356472526901;-0.03172998272316107;-0.021298767689070828;-0.05069169095607545;-0.012560419651832178;-0.029368391536725783;-0.009258098996287257;-0.016285501042617976;-0.03906663181902267;-0.01599734689951636;-0.019439620380297624;-0.04962776225474033;-0.015294707148209222;-0.017635357458791058;-0.044802940546150326;-0.024190365669075335;-0.014637513235375271;-0.011572115698104872;-0.022339595644888088;-0.018950395917196564;-0.010441222016206446;-0.012990545643680074;-0.014172409525145377;-0.039023755731184925;-0.05858195616224621;-0.011616560572236522;-0.02762406077038753;-0.039283994952223046;-0.02612291300918532;-0.033627067809968304;-0.028481299738427224;-0.02941762467401785;-0.025834495941741715;-0.014768277512342802;-0.024143285484023752;-0.00935475196154221;-0.02407134168354888;-0.03835860725121493;-0.025407151520154613;0.0117962982484999;95
C:0.1_epsilon:0.01_gamma:0.1_kernel:rbf;0.004876413345336914;0.001216602440247422;0.0012736725807189942;0.0019592568473713293;0.1;0.01;0.1;rbf;-0.0135403107496498;-0.023195864049025367;-0.038347047740730285;-0.02039877955326522;-0.01672799611221624;-0.012237797474687373;-0.03164375684348539;-0.03335788848120775;-0.036247784758579524;-0.030005454527805023;-0.027820326965027734;-0.031223665177810472;-0.01638916258110074;-0.011052252868878365;-0.022607626150453138;-0.032661751807190165;-0.019388628165484006;-0.014031543779165951;-0.04084167017686832;-0.0415830025674158;-0.020269367127387444;-0.02945658043250309;-0.028182696286735236;-0.04053856908808707;-0.027328823595495436;-0.017661283618443744;-0.018544984843423665;-0.029272452746875524;-0.01185015149077455;-0.03466652071736983;-0.03867921217585437;-0.020130802069857952;-0.007805372163070118;-0.039505865690612825;-0.023715230106600038;-0.04412055455421;-0.020566370870405658;-0.015331659922545758;-0.010637438023624036;-0.037047091113713855;-0.015011315661486105;-0.023288898477454894;-0.018855842066350877;-0.024596152614984712;-0.08124458044001309;-0.008635498005336615;-0.016751197955296827;-0.027370028800913857;-0.024925561731236168;-0.012061227911774792;-0.01766234631346483;-0.0436340778654687;-0.02297339967822941;-0.023187591740520902;-0.02321200231688027;-0.018185783663491165;-0.041649446759225404;-0.023368787000794748;-0.009722908803355232;-0.033102077874506246;-0.035953117604376715;-0.034635834445635255;-0.0140068887891196;-0.02970576096805097;-0.020580200667601755;-0.053645132808151676;-0.010441051689933478;-0.029857729377427474;-0.0097650520967959;-0.01651461719620456;-0.03994900654191766;-0.015204215193242105;-0.019506094498847125;-0.05007509407151558;-0.01495004956269245;-0.01944029561947403;-0.04706092590072953;-0.024144877621462727;-0.014617660147727184;-0.01001362917590785;-0.023169697830176528;-0.01603857106052136;-0.009830912216298483;-0.013429933646015158;-0.014180196149395828;-0.04020384629255565;-0.06353670133658428;-0.012237971509369653;-0.02807996291496393;-0.03943345743076862;-0.027778192125601665;-0.03411402054720764;-0.03006326461686623;-0.030840987969770185;-0.02694411862721678;-0.013556858634364042;-0.025022369743628405;-0.00796655573091679;-0.023098388699386418;-0.038142498865606764;-0.025657878027724502;0.01264991250862549;96
C:50_epsilon:0.1_gamma:0.01_kernel:poly;0.002134239673614502;0.00014685275579545882;0.0005519437789916992;6.939771411283884e-05;50;0.1;0.01;poly;-0.01938399294562079;-0.02252794984726773;-0.03510362585817584;-0.021585039369988724;-0.016811681644589172;-0.016709172640725967;-0.03201384111139469;-0.03257645270757079;-0.03267112439648847;-0.029415936302021214;-0.03239046766923614;-0.032405629240897765;-0.017016448188570045;-0.01248363277495798;-0.022011889648214503;-0.030095744556575425;-0.017900303089404036;-0.01719612949870643;-0.037490756866751344;-0.03947236976456686;-0.02485208530937426;-0.02559779910989163;-0.027900307846114674;-0.03513740692394509;-0.030749657834777528;-0.014283175691228391;-0.019820889320694327;-0.02856422603401215;-0.014723687262587097;-0.03527100829589735;-0.039139490070465965;-0.022364908437608463;-0.009027443928085173;-0.0348426471319826;-0.024597953011698325;-0.04166828771571106;-0.022055688581466604;-0.020233692066598245;-0.012335901526199877;-0.032028387829090635;-0.015670233676527576;-0.024362557910077614;-0.02045177141645139;-0.025925547482886446;-0.07648363199911697;-0.009719378652364385;-0.018148208593173863;-0.03297330213418075;-0.0211385154648837;-0.011965732426691201;-0.021893055370112744;-0.04275344505236903;-0.02658455564084346;-0.026477578598353563;-0.021151276615072;-0.01843843657132075;-0.038899767464662866;-0.02110576274358482;-0.011968384205509773;-0.02850996454172709;-0.03832308551509907;-0.02938986873464385;-0.016041212299895212;-0.03661204412387891;-0.021542507162425145;-0.048414345049308465;-0.013714944474506269;-0.029431413227289017;-0.008924576973340082;-0.016404129043055316;-0.04067504966102498;-0.0159850897111889;-0.01951346144364828;-0.052591057852634016;-0.017524105694835854;-0.016826340163608622;-0.04258789675337657;-0.024145246614571354;-0.015063755097932346;-0.012398950099663419;-0.023753049991275383;-0.0218361046782902;-0.011092314263579905;-0.012016798262147736;-0.014215381108188535;-0.04036378039536857;-0.05771372871663186;-0.01159771181236135;-0.02775849652066923;-0.03947069519636832;-0.022189366582331;-0.03376399044816496;-0.0288802457962182;-0.028539382013037597;-0.028579744760223107;-0.01505111445061533;-0.0255304435188371;-0.010182759098110873;-0.025678506140102995;-0.038346172301680186;-0.025797468043591912;0.011392835751644029;97
C:1_epsilon:0.05_gamma:5_kernel:poly;18.93625016450882;7.961784876146429;0.0008390974998474121;0.0001782995558528413;1;0.05;5;poly;-0.037539494857070206;-0.028149767604280198;-0.02352479252717435;-0.022623109458663162;-0.017963964984301795;-0.021727008596899598;-0.021791448469902306;-0.029557905112877304;-0.031462442786738834;-0.019980249445052757;-0.019179860407494382;-0.02506439009323963;-0.029955264017158218;-0.020608900780398787;-0.021446286011540253;-0.027236551003210416;-0.028929288235296738;-0.03163062672069383;-0.032277202668270125;-0.04011993296957454;-0.03871206461734291;-0.025539079792235683;-0.027469408890423;-0.02814141153925456;-0.02215655067244161;-0.021300787081726804;-0.03034215747630487;-0.031986746522566896;-0.019233498609718645;-0.021087318962972067;-0.01791184388384313;-0.0436012579793556;-0.018463734372394652;-0.03208118540438735;-0.017287808925654215;-0.04283149210151827;-0.020673457556195155;-0.017982590102830345;-0.0244124299110948;-0.02501865998928936;-0.027546335303787185;-0.027055036338629417;-0.02015675172680298;-0.029125212000073442;-0.06537520792206292;-0.024139675788025537;-0.017285333354074093;-0.03132727415027803;-0.021364558033739368;-0.030263527592760457;-0.02899294974348926;-0.02339974428337552;-0.030188543547718855;-0.02849033463773067;-0.025020375238206372;-0.02612731228583519;-0.02869005126030291;-0.01232603751572963;-0.018444916885389392;-0.026685788662823708;-0.03867101265750173;-0.02851192474234833;-0.024448554056715893;-0.026003298570945337;-0.021683662652072735;-0.03628621452882547;-0.03588753251237481;-0.03828285592946622;-0.022294108662954913;-0.024452355507837295;-0.0299318719562828;-0.013164953853281244;-0.018891743079115644;-0.06117578850999994;-0.027778172907122412;-0.014640337638514257;-0.03815124603070102;-0.021872924245260536;-0.011407733890174706;-0.014784456628159304;-0.0178232875603371;-0.017361150505100908;-0.016804016795246603;-0.02187422639906934;-0.01705115512296931;-0.03057323153441032;-0.04642395002808257;-0.011613921334117459;-0.029128009441443222;-0.019533686567603938;-0.019440642679317915;-0.01774823267166743;-0.0221349630625416;-0.027855385060291754;-0.017238763587619752;-0.025812714818051207;-0.026703413049252795;-0.013295781222642461;-0.014741484211378364;-0.039287371986599165;-0.0259977307360962;0.009150548883682084;98
C:10_epsilon:0.1_gamma:0.001_kernel:rbf;0.0031344962120056154;0.0005146943701659035;0.0008668971061706543;0.0007485576050113356;10;0.1;0.001;rbf;-0.01960830808492276;-0.022391708978595038;-0.03863582223151088;-0.023193297093077766;-0.018121449707920574;-0.018636882334892933;-0.03272580694580764;-0.035372874405061074;-0.035548538696522865;-0.030033861892035288;-0.030547681824542056;-0.03016554858646275;-0.018909549012961695;-0.014341522516614242;-0.023745818621194386;-0.032025537819524455;-0.020779694547056284;-0.02012107291341265;-0.04116126221606821;-0.04247558603739693;-0.025496666553592603;-0.025511861089523868;-0.029821091663611174;-0.037948928100506756;-0.031684741519484354;-0.01695313598867646;-0.02142738854817471;-0.03101654900691226;-0.016409995839909562;-0.03635464326961385;-0.0398748682385957;-0.024184390500923025;-0.011025430579383988;-0.038772404288133305;-0.024333487097994932;-0.04534347190042327;-0.02067340045697136;-0.020023633504195473;-0.013399426878178208;-0.036460271725428595;-0.017415875057753116;-0.02376319115193932;-0.021700089904913244;-0.02766282719221812;-0.08168667918529232;-0.01160133580859275;-0.01913921894040647;-0.030393080011381385;-0.02505406449622016;-0.01352474345694779;-0.021150002508310506;-0.044343098000586646;-0.026592643542437584;-0.027347689791375408;-0.022717296656892223;-0.01986869855835247;-0.041075502514589926;-0.024813833208911423;-0.013579022798309403;-0.031504102624831304;-0.03901821302790548;-0.03255162883235165;-0.0185048068717872;-0.033807626836254344;-0.02386511990867657;-0.050437901126330384;-0.01513962049110383;-0.03237450372784779;-0.010301921608643067;-0.0183889883858283;-0.0411790379140178;-0.018200989170113792;-0.020667123923833488;-0.05172859501267709;-0.017140667978171282;-0.019180389567168644;-0.04742104160099594;-0.02625615869273317;-0.016914845192739156;-0.013555862408691919;-0.023926951890520794;-0.021844155872393658;-0.011879032846548246;-0.014166265983420424;-0.016026349106808852;-0.04159011491209166;-0.05892518132333636;-0.013397390930678347;-0.03082296341596608;-0.041977748487792434;-0.025233350864535518;-0.036503029111661575;-0.030337956205010914;-0.03071007646881758;-0.02814196203256365;-0.017626032520400674;-0.025550845036991787;-0.012217939158243239;-0.02578328061296369;-0.04041400369556256;-0.027339002793802542;0.011635751364275165;99
